name,eirp
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Central Asia beam,0
Ku-band Central Asia beam,0
Ku-band Asia beam,0
Ku-band Asia beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Central Asia beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Africa beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Asia beam,0
Ku-band Wide beam,0
Ku-band Middle East & Africa beam,0
C-band West Hemi beam,35.8
C-band West Hemi beam,35.8
C-band West Hemi beam,35.8
C-band West Hemi beam,35.8
C-band West Hemi beam,35.8
C-band West Hemi beam,35.8
Ku-band Middle East & Africa beam,0
Ku-band Middle East & Africa beam,0
Ku-band Middle East & Africa beam,0
Ku-band Middle East & Africa beam,0
Ku-band Middle East & Africa beam,0
Ku-band Middle East & Africa beam,0
Ku-band Middle East & Africa beam,0
Ku-band Middle East & Africa beam,0
C-band beam,-1
C-band beam,-1
C-band Global beam,35
C-band Global beam,35
C-band Global beam,35
C-band East Hemi beam,0
C-band East Hemi beam,0
C-band East Hemi beam,0
C-band East Hemi beam,0
C-band East Hemi beam,0
C-band Global beam,35
C-band Global beam,35
C-band West Hemi beam,39
C-band West Hemi beam,39
C-band Global beam,35
C-band East Hemi beam,0
C-band East Hemi beam,0
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band South East Asia 1 beam,0
Ku-band MENA beam,0
Ku-band Southern beam,0
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band Russia beam,52
Ku-band South East Asia 1 beam,0
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
C-band Global beam,37
Ku-band China beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band Africa beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
C-band South East Asia beam,0
Ku-band Indochina beam,0
C-band South East Asia beam,0
Ku-band South-East Asia beam,0
Ku-band South-East Asia beam,0
C-band South East Asia beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
C-band South East Asia beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
Ku-band Indochina beam,0
C-band South East Asia beam,0
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
Ku-band Fixed beam,48.8
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
Ku-band India beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
Ku-band India beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
Ku-band India beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
C-band Wide beam,0
Ku-band India beam,0
C-band Wide beam,0
C-band Wide beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band India beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Middle East Beam,0
Ku-band Russia Beam,51.8
Ku-band Russia Beam,51.8
Ku-band Russia Beam,51.8
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
Ku-band TV beam,47
C-band Extended beam,0
C-band Extended beam,0
C-band Extended beam,0
C-band Extended beam,0
C-band Global beam,37
C-band Extended beam,0
C-band Extended beam,0
C-band Extended beam,0
Ku-band China beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K3 beam,0
Ku-band K2 beam,0
Ku-band K2 beam,0
Ku-band K2 beam,0
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
C-band Russian beam,46.75
Ku-band Northern beam,51
Ku-band Russian beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Russian beam,51
Ku-band Russian beam,51
Ku-band Russian beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
Ku-band Northern beam,51
C-band Global Beam,0
C-band Global Beam,0
C-band Global Beam,0
C-band Global beam,33
C-band Global Beam,0
C-band Global Beam,0
C-band Global Beam,0
C-band Global Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
Ku-band China Beam,0
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band Regional beam,0
Ku-band South East Asia beam,0
Ku-band Australia beam,0
Ku-band South Asia beam,0
Ku-band WA02 Spot beam,0
Ku-band WA02 Spot beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band West Central Asia beam,46
Ku-band West Central Asia beam,46
Ku-band South Asia beam,0
Ku-band West Central Asia beam,46
Ku-band North East Asia beam,0
Ku-band West Central Asia beam,46
Ku-band North East Asia beam,0
Ku-band South Asia beam,0
Ku-band West Central Asia beam,46
Ku-band South Asia beam,0
Ku-band West Central Asia beam,46
Ku-band South East Asia beam,0
Ku-band North East Asia beam,0
Ku-band North East Asia beam,0
Ku-band West Central Asia beam,46
Ku-band South Asia beam,0
Ku-band West Central Asia beam,46
Ku-band North East Asia beam,0
Ku-band North East Asia beam,0
Ku-band SA13 Spot beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band North East Asia beam,0
Ku-band South Asia beam,0
Ku-band South East Asia beam,0
Ku-band South Asia beam,0
Ku-band South East Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South East Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South Asia beam,0
Ku-band South East Asia beam,0
Ku-band South Asia beam,0
Ku-band Australia beam,0
Ku-band Fixed beam,49
Ku-band Fixed beam,49
C-band Fixed beam,43.7
Ku-band Fixed beam,49
Ku-band Fixed beam,49
C-band Wide beam,38
Ku-band Steerable (variants) beam,50
Ku-band Steerable (variants) beam,50
Ku-band Steerable (variants) beam,50
Ku-band South Asia beam,0
Ku-band South Asia beam,0
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
C-band Global Beam,36
Ku-band South Asia Beam,0
Ku-band South Asia Beam,0
Ku-band East Asia Beam,0
C-band Global Beam,36
C-band Global Beam,36
Ku-band South Asia Beam,0
L-band East Beam,-1
L-band East Beam,-1
L-band South Beam,-1
L-band South Beam,-1
L-band West Beam,-1
L-band West Beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
Ku-band East Asia beam,-1
Ku-band East Asia beam,-1
Ku-band East Asia beam,-1
Ku-band South Asia beam,-1
Ku-band South Asia beam,-1
Ku-band East Asia beam,-1
C-band Global beam,-1
C-band Indonesia beam,-1
S-band Indonesia Beam,-1
S-band Indonesia Beam,-1
S-band Indonesia Beam,-1
S-band Indonesia Beam,-1
S-band Indonesia Beam,-1
S-band Indonesia Beam,-1
S-band Indonesia Beam,-1
C-band Indonesia beam,-1
S-band Indonesia Beam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South Asia beam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South Asia beam,-1
Ku-band South East AsiaBeam,-1
Ku-band South East AsiaBeam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band South Asia Beam,-1
Ku-band North East Asia beam,-1
Ku-band South Asia beam,-1
Ku-band South Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band South Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band East Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band South Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band South Asia beam,-1
Ku-band North East Asia beam,-1
Ku-band South Asia Beam,-1
C-band Wide beam,-1
Ka-band S03 User Spot beam,-1
C-band Wide beam,-1
C-band Wide beam,-1
C-band Wide beam,-1
C-band Wide beam,-1
C-band Wide beam,-1
Ku-band South Korea Beam,-1
Ku-band South Korea Beam,-1
Ku-band South Korea Beam,-1
Ku-band South Korea Beam,-1
Ku-band South Korea Beam,-1
Ku-band Noth East Asia Beam,-1
Ku-band Noth East Asia Beam,-1
Ku-band Noth East Asia Beam,-1
Ku-band South Korea Beam,-1
Ku-band Noth East Asia Beam,-1
Ku-band South Korea Beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
C-band China beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
Ku-band Korea beam,-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
"C-band Indonesia, North Borneo and PNG beam",-1
C-band South East Asia beam,-1
C-band South East Asia beam,-1
C-band South East Asia beam,-1
C-band South East Asia beam,-1
C-band South East Asia beam,-1
C-band South East Asia beam,-1
C-band South East Asia beam,-1
Ku-band Indonesia beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
C-band Regional beam,-1
Ku-band Bangladesh beam,-1
Ku-band Bangladesh beam,-1
Ku-band Bangladesh beam,-1
Ku-band Bangladesh beam,-1
Ku-band Bangladesh beam,-1
Ku-band Bangladesh beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
C-band Global beam,-1
Ku-band Australasia beam,-1
Ku-band Australasia beam,-1
C-band Global beam,-1
Ku-band Australasia beam,-1
Ku-band Indonesia beam,-1
C-band Global beam,-1
Ku-band South East Asia beam,-1
Ku-band South East Asia beam,-1
Ku-band South East Asia beam,-1
Ku-band South East Asia beam,-1
Ku-band Regional beam,-1
Ku-band Regional beam,-1
Ku-band Regional beam,-1
Ku-band Regional beam,-1
C-band Southeast Asia & Hawaii Beam,-1
Ku-band Asia beam,-1
C-band Southeast Asia & Hawaii Beam,-1
C-band Southeast Asia & Hawaii Beam,-1
C-band Southeast Asia & Hawaii Beam,-1
C-band Southeast Asia & Hawaii Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
C-band Wide beam,-1
C-band Wide beam,-1
C-band Wide beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Vietnam beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band Japan Beam,-1
Ku-band China beam,-1
Ku-band China beam,-1
Ku-band China beam,-1
Ku-band China beam,-1
Ku-band China beam,-1
Ku-band China beam,-1
Ku-band China beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
C-band Fixed Russia beam,-1
Ku-band Fixed Zone 1 beam,-1
Ku-band Fixed Zone 1 beam,-1
Ku-band Fixed Zone 1 beam,-1
Ku-band Fixed Zone 1 beam,-1
Ku-band Fixed Zone 1 beam,-1
Ku-band Fixed Zone 2 beam,-1
Ku-band Fixed Zone 2 beam,-1
Ku-band Fixed Zone 1 beam,-1
Ku-band Fixed Zone 1 beam,-1
C-band Fixed Russia beam,-1
Ku-band Fixed Zone 1 beam,-1
Ku-band Fixed Zone 1 beam,-1
Ku-band Fixed Zone beam,-1
Ku-band Fixed Zone beam,-1
Ku-band Fixed Zone beam,-1
Ku-band Fixed Zone beam,-1
Ku-band Fixed Zone beam,-1
Ku-band Fixed Zone beam,-1
Ku-band Fixed Zone beam,-1
Ku-band Fixed Zone beam,-1
Ku-band Fixed Zone beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNANZ Beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band Australia beam,-1
Ku-band NB Beam,-1
Ku-band NB Beam,-1
Ku-band NA Beam,-1
Ku-band NB Beam,-1
Ku-band NANZ Beam,-1
Ku-band New Zealand beam,-1
Ku-band NB Beam,-1
Ku-band New Zealand beam,-1
Ku-band NB Beam,-1
Ku-band NA Beam,-1
Ku-band New Zealand beam,-1
Ku-band NB Beam,-1
Ku-band NA Beam,-1
Ku-band NB Beam,-1
Ku-band BNA beam,-1
Ku-band BNB beam,-1
Ku-band NB Beam,-1
Ku-band NA Beam,-1
Ku-band NB Beam,-1
Ku-band NA Beam,-1
C-band Europe/Africa (ECHD) Beam,-1
C-band Europe/Africa (ECHD) Beam,-1
C-band Europe/Africa (ECHD) Beam,-1
C-band Europe/Africa (ECHD) Beam,-1
C-band Europe/Africa (ECHD) Beam,-1
C-band Europe/Africa (ECHD) Beam,-1
Ku-band South America (S1KV) Beam,-1
Ku-band South America (S1KV) Beam,-1
C-band B (even transponders) beam ,-1
C-band A (even transponders) beam,-1
C-band A (even transponders) beam,-1
C-band A (even transponders) beam,-1
C-band A (even transponders) beam,-1
Ku-band Northern beam,-1
Ku-band FNZB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNB Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNB Beam,-1
Ku-band FNB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNB Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNB Beam,-1
Ku-band FNANZ Beam,-1
Ku-band FNB Beam,-1
Ku-band FNZB Beam,-1
Ku-band FNB Beam,-1
Ku-band FNZB Beam,-1
