name,eirp
Ku-band Europe beam,46
Ku-band UK Spot beam,0
Ku-band UK Spot beam,0
Ku-band UK Spot beam,0
Ku-band UK Spot beam,0
Ku-band UK Spot beam,0
Ku-band UK Spot beam,0
Ku-band UK Spot beam,0
Ku-band Europe beam,46
Ku-band Europe beam,46
Ku-band Europe beam,46
Ku-band Europe beam,46
Ku-band Europe beam,46
Ku-band Europe beam,46
Ku-band Europe beam,46
Ku-band West Africa beam,0
Ku-band Europe beam,46
Ku-band Europe beam,46
Ku-band Europe beam,46
Ku-band West Africa beam,0
Ku-band West Africa beam,0
Ku-band Europe beam,46
Ku-band West Africa beam,0
Ku-band West Africa beam,0
Ku-band Europe beam,46
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band UK Spot beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ku-band UK Spot beam,0
Ku-band West Africa beam,0
Ku-band West Africa beam,0
Ku-band West Africa beam,0
Ku-band Europe beam,0
Ku-band UK Spot beam,0
Ku-band UK Spot beam,0
C-band Middle East and Africa beam,33
C-band Middle East and Africa beam,33
Ku-band Pan-Arabic beam,0
Ku-band MASHREQ beam,0
Ku-band MASHREQ beam,0
Ku-band MASHREQ beam,0
Ku-band Pan-Arabic beam,0
C-band Middle East and Africa beam,33
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
C-band Middle East and Africa beam,33
Ku-band Pan-Arabic beam,0
Ku-band MASHREQ beam,0
Ku-band MASHREQ beam,0
Ku-band MASHREQ beam,0
Ku-band MASHREQ beam,0
Ku-band MASHREQ beam,0
Ku-band FSS beam,0
Ku-band FSS beam,0
Ku-band FSS beam,0
Ku-band FSS beam,0
Ku-band MASHREQ beam,0
Ku-band FSS beam,0
Ku-band FSS beam,0
Ku-band Turkey beam,0
Ku-band FSS beam,0
Ku-band Turkey beam,0
Ku-band FSS beam,0
Ku-band Turkey beam,0
Ku-band Turkey beam,0
Ku-band Turkey beam,0
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Wide BSS beam,51
Ku-band Wide BSS beam,51
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Central and Eastern Europe High Power beam,50
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band MAGHREB beam,0
Ku-band Pan-Arabic beam,0
Ku-band MAGHREB beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
C-band Middle East and Africa beam,33
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
Ku-band Pan-Arabic beam,0
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
C-band North America Beam,33.4
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band AFKH (Africa) beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Wide beam,0
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Sub Sahara Beam,0
Ku-band Russia beam,53
Ku-band Russia Beam,51
Ku-band Russia Beam,51
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Russia beam,53
Ku-band Sub Sahara Beam,0
Ku-band Sub Sahara Beam,0
Ku-band Russia Beam,51
Ku-band Russia beam,53
Ku-band Russia Beam,51
Ku-band Sub Sahara Beam,0
Ku-band Russia beam,53
Ku-band Africa beam,0
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Sub Sahara Beam,0
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Sub Sahara Beam,0
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Russia Beam,51
Ku-band Russia beam,53
Ku-band Sub Sahara Beam,0
Ku-band Russia beam,53
Ku-band Russia beam,53
Ku-band Sub Sahara Beam,0
Ku-band Russia beam,53
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ka-band Spot 13 beam,0
Ku-band Eurasia Beam,46
Ku-band Eurasia Beam,46
Ka-band Spot 14 beam,0
Ka-band Spot 14 beam,0
Ka-band Spot 14 beam,0
Ka-band Spot 14 beam,0
C-band High Power beam,0
"Ku-band Pakistan, Central/South Asia beam",0
C-band High Power beam,0
"Ku-band Pakistan, Central/South Asia beam",0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
C-band High Power beam,0
"Ku-band Pakistan, Central/South Asia beam",0
"Ku-band Pakistan, Central/South Asia beam",0
Ku-band Europe FSS beam,0
Ku-band Europe FSS beam,0
Ku-band Europe FSS beam,0
Ku-band Europe FSS beam,0
Ku-band South Africa beam,0
Ku-band South Africa beam,0
Ku-band Europe BSS beam,0
Ku-band Middle East beam,44
Ku-band Middle East beam,44
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ka-band Europe beam,0
Ka-band Europe beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band Middle East beam,44
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ku-band European BSS beam,0
Ka-band Europe beam,0
Ku-band European BSS beam,0
Ka-band Europe beam,0
Ka-band Europe beam,0
Ku-band European FSS beam,0
Ku-band European FSS beam,0
Ku-band European FSS beam,0
Ka-band Europe beam,0
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
C-band Fixed beam,45
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band East Beam,39
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band East Beam,39
Ku-band East Beam,39
Ku-band East Beam,39
Ku-band West Beam,46
Ku-band East Beam,39
Ku-band West Beam,46
Ku-band East Beam,39
Ku-band East Beam,39
Ku-band West Beam,46
Ku-band East BSS beam,35
Ku-band East BSS beam,35
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band East BSS beam,35
Ku-band West BSS beam,41
Ku-band East Beam,39
Ku-band East BSS beam,35
Ku-band West BSS beam,41
Ku-band East BSS beam,35
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band Turkey beam,0
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band Turkey beam,0
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band East BSS beam,35
Ku-band East BSS beam,35
Ku-band East BSS beam,35
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band East BSS beam,35
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band East BSS beam,35
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band Turkey beam,0
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band West BSS beam,41
Ku-band Turkey beam,0
Ku-band Turkey beam,0
Ku-band West BSS beam,41
Ku-band Turkey beam,0
Ku-band Turkey beam,0
Ku-band Turkey beam,0
Ku-band West BSS beam,41
Ku-band Turkey beam,0
Ku-band West BSS beam,41
Ku-band East BSS beam,35
Ku-band East BSS beam,35
Ku-band East BSS beam,35
Ku-band East BSS beam,35
Ku-band East BSS beam,35
Ku-band West Beam,46
Ku-band West Beam,46
Ka-band Nigeria Spot beam,0
Ku-band ECOWAS 2 beam,0
Ku-band West Beam,46
Ku-band ECOWAS 2 beam,0
Ku-band East BSS beam,35
Ku-band ECOWAS 2 beam,0
Ku-band West Beam,46
Ku-band ECOWAS 2 beam,0
Ku-band West Beam,46
Ku-band Africa beam,0
Ku-band West Beam,46
Ku-band East Beam,39
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band Africa beam,0
Ku-band ECOWAS 2 beam,0
Ku-band ECOWAS 1 beam,0
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band West Beam,46
Ku-band ECOWAS 2 beam,0
Ku-band ECOWAS 2 beam,0
Ku-band Turkey beam,0
C-band ECOWAS 1 beam,0
Ka-band Europe beam,47
Ka-band Europe beam,47
Ka-band Europe beam,47
Ku-band West Beam,46
L-band Global beam,0
Ku-band Sri Lanka beam,0
Ku-band Europe and Asia beam,52
Ku-band Sri Lanka beam,0
Ku-band Europe and Asia beam,52
Ku-band West Africa beam,0
Ku-band Sri Lanka beam,0
Ku-band Sri Lanka beam,0
Ku-band Sri Lanka beam,0
Ku-band South Africa beam,0
Ku-band West Africa beam,0
Ku-band Europe beam,47.6
Ku-band Europe beam,47.6
Ku-band Europe and Asia beam,52
Ku-band East and Central Africa beam,0
Ku-band East and Central Africa beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
C-band Africa-Europe beam,0
Ku-band Central Asia beam,0
Ku-band Europe beam,45.82
Ku-band Europe beam,45.82
Ku-band Central Asia beam,0
Ku-band Central Asia beam,0
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Wide beam,45
C-band Africa beam,0
C-band Africa beam,0
C-band Africa beam,0
Ku-band Africa beam,0
Ku-band Africa beam,0
C-band Africa beam,0
C-band Africa beam,0
C-band Africa beam,0
Ku-band Africa beam,0
Ku-band Africa beam,0
Ku-band Europe beam,45
Ku-band Europe beam,45
Ku-band Europe beam,45
Ku-band MENA beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band MENA beam,0
Ku-band West beam,48
Ku-band West beam,48
Ku-band West beam,48
Ku-band West beam,48
Ku-band West beam,48
Ku-band MENA beam,0
Ku-band MENA beam,0
Ku-band Europe beam,0
Ku-band Europe beam,0
Ka-band Spot 6 beam,0
Ka-band Spot 4 beam,0
Ka-band Spot 6 beam,0
Ka-band Spot 4 beam,0
Ka-band Spot 4 beam,0
Ka-band Spot 4 beam,0
Ka-band Spot 6 beam,0
Ka-band Spot 4 beam,0
Ka-band Spot 6 beam,0
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
C-band Fixed Zone 1 beam,46
Ku-band Fixed Zone 1 beam,49
C-band Fixed Zone 1 beam,46
Ku-band Fixed Zone 1 beam,49
Ku-band Fixed Zone 1 beam,49
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 1 beam,49
Ku-band Fixed Zone 1 beam,49
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 1 beam,49
Ku-band Steerable 2 beam,0
Ku-band Steerable 1 beam,0
Ku-band Steerable 1 beam,0
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band MENA (West) beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band MENA (West) beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band MENA (West) beam,0
Ku-band MENA (West) beam,0
Ku-band East beam,0
Ku-band East beam,0
Ku-band MENA (West) beam,0
Ku-band East beam,0
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 1 beam,49
Ku-band Steerable 1 beam,0
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 1 beam,49
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Steerable 2 beam,0
Ku-band Fixed Zone 1 beam,49
Ku-band Fixed Zone 1 beam,49
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Fixed Zone 2 (Europe) beam,48
Ku-band Russian beam,52
Ku-band Southern beam,0
Ku-band European beam,0
Ku-band Southern beam,0
Ku-band Russian beam,52
Ku-band Russian beam,52
Ku-band Russian beam,52
Ku-band Russian beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band Wide beam,52
Ku-band East beam,0
Ku-band Wide beam,52
Ku-band East beam,0
Ku-band Wide beam,52
Ku-band East beam,0
Ku-band Wide beam,52
Ku-band East beam,0
Ku-band Wide beam,52
Ku-band East beam,0
Ku-band East beam,0
Ku-band East beam,0
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band West Hemi Beam,39
C-band East Hemi Beam,0
C-band West Hemi Beam,39
C-band East Hemi Beam,0
C-band East Hemi Beam,0
C-band Global Beam,33
C-band Global Beam,33
C-band Global Beam,33
C-band Global Beam,33
C-band Global Beam,33
C-band Global Beam,33
C-band Global Beam,33
C-band Global Beam,33
C-band Global Beam,33
Ku-band East Africa Beam,0
Ku-band Middle East Beam,45
Ku-band East Africa Beam,0
Ku-band Middle East Beam,45
Ku-band East Africa Beam,0
Ku-band Middle East Beam,45
Ku-band East Africa Beam,0
Ku-band Middle East Beam,45
Ku-band Middle East Beam,45
Ku-band East Africa Beam,0
Ku-band Middle East Beam,45
Ku-band Central Asia Beam,49
Ku-band Middle East Beam,45
Ku-band Middle East Beam,45
Ku-band Middle East Beam,45
Ku-band Middle East Beam,45
Ku-band Middle East Beam,45
Ku-band Middle East Beam,45
Ku-band East Africa Beam,0
Ku-band East Africa Beam,0
Ku-band East Africa Beam,0
Ku-band East Africa Beam,0
Ku-band East Africa Beam,0
Ku-band East Africa Beam,0
Ku-band East Africa Beam,0
Ku-band Middle East Beam,45
Ku-band East Africa Beam,0
Ku-band East Africa Beam,0
Ku-band Central Asia Beam,49
Ku-band East Africa Beam,0
Ku-band East Africa Beam,0
Ku-band Central Asia Beam,49
Ku-band Fixed beam,0
Ku-band Steerable beam,0
Ku-band Fixed beam,0
Ku-band Fixed beam,0
Ku-band Fixed beam,0
Ku-band Fixed beam,0
Ku-band Steerable beam,0
Ku-band Steerable beam,0
Ku-band Steerable beam,0
Ku-band Fixed beam,0
C-band Sub-Saharan beam,0
C-band Sub-Saharan beam,0
Ku-band Eurasian Wide beam,43
C-band Sub-Saharan beam,0
C-band Sub-Saharan beam,0
C-band Sub-Saharan beam,0
Ku-band U40 User Spot beam,56
C-band West Hemi beam,0
C-band West Hemi beam,0
C-band East Hemi beam,0
Ku-band Spot 3 beam,0
Ku-band Middle East beam,0
Ku-band Middle East beam,0
C-band East Hemi beam,0
Ku-band Middle East beam,0
C-band West Hemi beam,0
Ku-band Middle East beam,0
Ku-band Middle East beam,0
Ku-band Middle East beam,0
Ku-band Middle East beam,0
Ku-band Middle East beam,0
Ku-band Middle East beam,0
Ku-band Spot 3 beam,0
Ku-band Middle East beam,0
C-band West Hemi Beam,37.8
C-band West Hemi Beam,37.8
C-band Southeast Zone Beam,0
C-band Northwest Zone Beam,0
C-band West Hemi Beam,37.8
C-band West Hemi Beam,37.8
C-band West Hemi Beam,37.8
C-band Southwest Zone Beam,0
C-band West Hemi Beam,37.8
C-band Southwest Zone Beam,0
C-band Southwest Zone Beam,0
C-band Southwest Zone Beam,0
C-band Southwest Zone Beam,0
C-band Southwest Zone Beam,0
C-band West Hemi Beam,37.8
C-band West Hemi Beam,37.8
C-band West Hemi Beam,37.8
Ku-band Spot 2 Beam,0
ku-band Nepal beam,0
ku-band Nepal beam,0
ku-band Nepal beam,0
ku-band Nepal beam,0
ku-band Nepal beam,0
Ka-band Steerable beam,0
ku-band Nepal beam,0
ku-band Nepal beam,0
ku-band Nepal beam,0
ku-band Nepal beam,0
C-band West Hemi beam,37.2
C-band Landmass beam,34.2
C-band Global Beam,34.6
C-band Landmass beam,34.2
C-band Global Beam,34.6
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Landmass beam,34.2
C-band Global Beam,34.6
C-band Global Beam,34.6
Ku-band Russia beam,53.5
Ku-band Africa beam,0
Ku-band Russia beam,53.5
Ku-band Africa beam,0
Ku-band Russia beam,53.5
Ku-band Russia beam,53.5
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
Ku-band South Africa beam,0
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
C-band Landmass (LMCH) beam,33.1
Ku-and Russia (RUKH) beam,48.1
Ku-band South Africa (SAFKH) beam,0
Ku-band South Africa (SAFKH) beam,0
Ku-band Europe/Middle East/Central Asia (EMCKH) beam,46
Ku-band South Africa (SAFKH) beam,0
Ku-band South Africa (SAFKH) beam,0
Ku-band Europe/Middle East/Central Asia (EMCKH) beam,46
Ku-band South Africa (SAFKH) beam,0
Ku-band Europe/Middle East/Central Asia (EMCKH) beam,46
Ku-band Europe/Middle East/Central Asia (EMCKH) beam,46
Ku-band Europe/Middle East/Central Asia (EMCKH) beam,46
Ku-band South Africa (SAFKH) beam,0
Ku-band South Africa (SAFKH) beam,0
Ku-band South Africa (SAFKH) beam,0
Ku-band Europe/Middle East/Central Asia (EMCKH) beam,46
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band South Africa (SAFKH) beam,0
Ku-band Europe/Middle East/Central Asia (EMCKH) beam,46
Ku-band South Africa (SAFKH) beam,0
Ku-and Russia (RUKH) beam,48.1
Ku-band South Africa (SAFKH) beam,0
Ku-band South Africa (SAFKH) beam,0
Ku-band South Africa (SAFKH) beam,0
Ku-band Europe/Middle East/Central Asia (EMCKH) beam,46
Ku-band South Africa (SAFKH) beam,0
Ku-band South Africa beam,0
Ku-band South Africa beam,0
Ku-band South Africa beam,0
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
Ku-band Europe/Africa (EAFKH) beam,44.8
